variable,mean,median,sd,mad,q5,q95,term
b_Intercept,35.10518971625385,35.086033664787784,1.1133314235680194,1.1108136520485974,29.472561592162126,42.01439866964991,Multiplicative
b_branch_air_force,1.2060580544254105,1.2060160419508699,1.143933221946343,1.144374658771643,0.9707063230283361,1.505310620103094,Multiplicative
b_branch_coast_guard,1.7494481671716526,1.7363323521404213,1.5877159308012965,1.5844059533234816,0.8366865749889493,3.801480913908736,Multiplicative
b_branch_marines,1.1248128920413332,1.121218230514325,1.189556924161566,1.19198532112422,0.8506124836355166,1.501319131283695,Multiplicative
b_branch_navy,0.9507536920171407,0.9503941364053063,1.1510684873521915,1.1483555483843795,0.7554510476559816,1.2015713036981401,Multiplicative
b_branch_public_health,0.5394130504560989,0.5284191740467439,1.8525345021967177,1.843588601940964,0.20407726843780322,1.521005180113267,Multiplicative
b_foreign_born,1.8851988647816036,1.8322652905128523,1.6689045215548817,1.6496954545552842,0.8579390802968142,4.572733037534691,Multiplicative
b_gender_female,0.93819043136134,0.9384453738093994,1.1297110197756703,1.1282550844803785,0.768785157941139,1.1451515467635178,Multiplicative
b_gender_nonbinary,0.5875520422058663,0.5726248378184395,1.813829891675324,1.7960324651090958,0.23003350425361316,1.6390638152783923,Multiplicative
b_military_exp_combat,0.8862806737993283,0.887196476000672,1.1377819363064396,1.137539720014169,0.7158860498078404,1.096725065108271,Multiplicative
b_military_exp_noncombat,1.0166961245174069,1.0159595999124624,1.139924372586127,1.1381200895243742,0.8184310452381403,1.2624125645915285,Multiplicative
b_military_exp_peacekeeping,1.0837811144298035,1.0835382650261216,1.136122128188213,1.1369125659524997,0.8766737558414258,1.3371342473957195,Multiplicative
b_military_exp_support,0.9347987992138057,0.9344113594840462,1.1307895323846595,1.129889024497279,0.7632573649150105,1.1436864400243183,Multiplicative
b_mios_total,1.0928257522663616,1.0937125777764876,1.0783846416433391,1.0781024128152583,0.9667229796133439,1.2356839766238097,Multiplicative
b_pcl_total,1.631518213671097,1.6314350887172278,1.0841980237196611,1.083077806234063,1.4275253432776542,1.8654211653017305,Multiplicative
b_race_asian,1.2710440926900686,1.2583733564784454,1.364054198557244,1.362083423494844,0.7746438566933938,2.154565476090995,Multiplicative
