variable,mean,median,sd,mad,q5,q95,term
b_race_black,0.9483115062755942,0.9472011625489027,1.192598400808061,1.1876783260234662,0.7134794212195755,1.2717780637361642,Multiplicative
b_race_latino,1.4070279426378092,1.3966891178923568,1.3183212665781918,1.3189604117189861,0.9053928294236193,2.2363756878467727,Multiplicative
b_race_native,0.6110789341411501,0.6053996684797325,1.4055463211076444,1.405373543953853,0.3561818157868593,1.0836068185432415,Multiplicative
b_race_other,0.4512476654538529,0.43684212245896203,1.7109896835630423,1.6888261762448813,0.19953847581888795,1.1483388570624753,Multiplicative
b_race_pacific,3.045324536760977,3.0116262040641817,1.846412976319811,1.8227291905924257,1.1290633729239192,8.636081026332587,Multiplicative
b_rank_e1_e3,1.0390472544688554,1.0381813635314798,1.166151723290478,1.16341484329098,0.8063013181331903,1.3409304839601965,Multiplicative
b_rank_e7_e9,0.8059978471982162,0.8034006242878003,1.1784296559560445,1.1729714831291773,0.6155041517816232,1.0601980436978977,Multiplicative
b_rank_o1_o3,0.6772547523853523,0.6764021387515776,1.4279639007973954,1.4247977004169512,0.3763923778909465,1.2105764286665992,Multiplicative
b_rank_o4_o6,0.8572301649410203,0.8511703322770486,1.289305063250681,1.2850841581045418,0.5695430709744307,1.315525945206955,Multiplicative
b_rank_w1_cw5,0.6991213460497165,0.6862371749022932,1.4730639615724939,1.4596555691154873,0.3818641860474213,1.3654115513300726,Multiplicative
b_service_era_cold_war,0.7044143828311462,0.7031779463140045,1.1366842845879799,1.1364065435567532,0.5723169624033096,0.8703912232618021,Multiplicative
b_service_era_persian_gulf,1.2697583963603234,1.2698293863637329,1.1141274162687833,1.1127599644551103,1.0621833120596762,1.5177693938902932,Multiplicative
b_service_era_vietnam,1.2042323665199515,1.1983360325763344,1.3569226870083955,1.359007760937381,0.73904035422184,2.0036481941695623,Multiplicative
b_hu_Intercept,0.03826594540782424,0.039106771220082985,1.886517568737687,1.88248209985963,0.013160465715438486,0.1048884740722842,Odds Ratio
b_hu_branch_air_force,1.7977060632883963,1.792251238891727,1.8672323932095718,1.8640567318591463,0.6481848878953183,5.0291538787415195,Odds Ratio
b_hu_branch_coast_guard,1.0145459037032065,1.020747349914378,2.668879588235107,2.6372344641516365,0.20081227149680317,5.089819636182888,Odds Ratio
b_hu_branch_marines,1.983763945388759,1.9751659497242438,2.086537849280234,2.0940641773083963,0.590339119730755,6.569789746962198,Odds Ratio
b_hu_branch_navy,0.8218312589658252,0.8318137885911565,2.0697329120658883,2.0850097119656197,0.24714089497120825,2.627212458800507,Odds Ratio
b_hu_branch_public_health,1.0159551418013697,1.0222303757866584,2.701219052928419,2.696337878183591,0.1979179941578532,5.228645040306246,Odds Ratio
b_hu_foreign_born,1.1661364213151915,1.1640021425660094,2.50928297411012,2.467350128918696,0.2542525791386756,5.321854830829581,Odds Ratio
b_hu_gender_female,0.4186116463830257,0.4202450943215392,1.9638650214944848,1.9680042915080136,0.13627028783257897,1.2483186719927577,Odds Ratio
b_hu_gender_nonbinary,0.7117703506985545,0.71636322368714,2.52319595482307,2.486490352782491,0.15366382687967645,3.203564160029947,Odds Ratio
b_hu_military_exp_combat,1.4758793245393829,1.4836758930759146,2.0259304174679578,2.035173265361684,0.4569258217079887,4.682024397643823,Odds Ratio
b_hu_military_exp_noncombat,0.5419618724509845,0.5445127341575706,1.7815910520201885,1.7859685241164347,0.2110804486393377,1.3839675397741233,Odds Ratio
b_hu_military_exp_peacekeeping,0.8722820258487411,0.8759059121812419,1.9786863405763753,1.9910463297769325,0.27987447077456856,2.6590587173221154,Odds Ratio
b_hu_military_exp_support,0.9191518411825998,0.9271954024499536,1.886171460786759,1.8849717112086555,0.31887561942171816,2.5873083261566725,Odds Ratio
b_hu_mios_total,0.2707870756692564,0.27266897917542454,1.5873835370212046,1.5780227618473495,0.12630402709242564,0.5772203957699146,Odds Ratio
b_hu_pcl_total,0.3635634121850069,0.36603376343980226,1.665204068144391,1.6726051182051638,0.15577705399288114,0.8356412703001879,Odds Ratio
b_hu_race_asian,1.4055225570030045,1.409245507346984,2.3894781915154555,2.390107424120329,0.3330502781378142,5.794246109159343,Odds Ratio
b_hu_race_black,2.117480697242237,2.126599095695763,1.986150278696442,1.9664039513065483,0.6800915462738909,6.5042704273370475,Odds Ratio
b_hu_race_latino,1.2702009983940608,1.2723506561487405,2.4945091544976363,2.5048696599874947,0.2864532177474594,5.686064120082531,Odds Ratio
b_hu_race_native,1.4230004323275058,1.431549057549622,2.472758192890653,2.4613080586133527,0.3205482573503275,6.2344188993178955,Odds Ratio
b_hu_race_other,0.886718272745638,0.8916556486951976,2.583836003268528,2.640201996452611,0.18673620154654036,4.193480678735103,Odds Ratio
b_hu_race_pacific,1.003259233690379,1.003854804319694,2.644355437284879,2.6499824169492823,0.2017175252685534,4.993005659476466,Odds Ratio
b_hu_rank_e1_e3,0.7104071083876937,0.7180712793504391,2.306922384410775,2.313216559272818,0.17381927047426704,2.7413636799387633,Odds Ratio
b_hu_rank_e7_e9,0.9555733602089319,0.961384311062831,2.0606623491700433,2.067192597160967,0.2846889338401359,3.0758717899369294,Odds Ratio
b_hu_rank_o1_o3,1.0251738096483614,1.033749836299742,2.3030380982504286,2.3381622546925356,0.2558940288520814,3.943751075431636,Odds Ratio
b_hu_rank_o4_o6,1.0043802563163557,1.0112657327549235,2.2836647996417367,2.3018282883358516,0.25418622660380585,3.8625817227748556,Odds Ratio
b_hu_rank_w1_cw5,0.9528910832450549,0.9642357411561489,2.619604842108971,2.6534637051476753,0.1935040928609151,4.580962230247708,Odds Ratio
b_hu_service_era_cold_war,0.9638363771731487,0.969466671876915,1.8870622635190675,1.9017775830752033,0.3374940342912001,2.6976990837898476,Odds Ratio
b_hu_service_era_persian_gulf,0.5311096237593803,0.5370971330058375,1.8104477033742168,1.7881096618259382,0.19777552866805082,1.39097901283197,Odds Ratio
b_hu_service_era_vietnam,0.6288857286396597,0.6352126400018205,2.4408141212274956,2.4432347072628153,0.14428264005191785,2.7110573598999985,Odds Ratio
